,Transaction ID,Sender Address,Receiver Address,Amount Transferred,Timestamp,Transaction Type,Fraudulent Label,Suspicious Transaction Flags,Block Hash,Block Number,Mining Pool Information,Account Creation Date,Account Activity Level,Account Age,Account Balance,Account Reputation Score,Transaction Volume,Transaction Frequency,Number of Distinct Counterparties,Time Between Transactions,Number of Transactions per Day,Pattern Consistency,Shared IP Address,Device Information,Account Linking,Geographical Location,Device Fingerprinting
752,TX000753,ACC000203,ACC000263,83.96,2025-02-27 07:56:59.347044,Smart Contract Interaction,0,0,BLOCK000753,714496,PoolB,2024-11-26 19:16:59.359776,Low,102,2120.66,25,1771.64,84,20,18.54199071670952,4,0,27.21.35.142,DeviceD,0,Asia,Fingerprint_202
753,TX000754,ACC000258,ACC000157,87.72,2025-02-27 00:08:59.347044,Regular Transfer,0,1,BLOCK000754,347978,PoolC,2025-01-25 19:16:59.359776,Medium,212,8812.58,87,1952.34,12,38,13.57145841080028,6,0,161.249.101.8,DeviceC,1,Asia,Fingerprint_257
754,TX000755,ACC000495,ACC000087,95.1,2025-02-26 22:06:59.347044,Regular Transfer,0,0,BLOCK000755,616926,PoolC,2024-12-28 19:16:59.359776,Medium,138,9081.08,10,9933.77,51,42,7.134695093911536,6,1,87.192.21.20,DeviceD,1,Oceania,Fingerprint_494
755,TX000756,ACC000329,ACC000457,0.16,2025-02-26 22:47:59.347044,Regular Transfer,1,1,BLOCK000756,633328,PoolD,2024-12-03 19:16:59.359776,Low,338,7925.26,28,9685.73,83,7,1.196371817441944,4,1,230.68.167.216,DeviceB,1,EU,Fingerprint_328
756,TX000757,ACC000272,ACC000172,65.73,2025-02-27 03:07:59.347044,Smart Contract Interaction,1,1,BLOCK000757,888938,PoolA,2024-06-22 19:16:59.359776,Low,284,5031.46,70,6172.44,48,29,5.940694780910169,6,0,190.12.229.206,DeviceC,1,EU,Fingerprint_271
757,TX000758,ACC000207,ACC000178,84.9,2025-02-26 20:50:59.347044,Regular Transfer,0,0,BLOCK000758,628924,PoolC,2024-10-23 19:16:59.359776,Low,316,4413.41,17,5425.37,43,16,10.402118817963263,2,0,145.220.123.118,DeviceC,0,EU,Fingerprint_206
758,TX000759,ACC000094,ACC000386,72.72,2025-02-27 06:51:59.347044,Smart Contract Interaction,1,0,BLOCK000759,503752,PoolD,2024-06-20 19:16:59.358697,Medium,330,8298.5,13,5648.53,40,49,19.352109538670035,10,1,97.216.190.38,DeviceA,0,EU,Fingerprint_93
759,TX000760,ACC000181,ACC000361,10.4,2025-02-27 03:49:59.347044,Smart Contract Interaction,1,1,BLOCK000760,220671,PoolB,2024-08-21 19:16:59.359776,Low,48,4524.32,68,9456.02,48,33,5.413793523811844,6,0,142.201.143.237,DeviceA,1,Oceania,Fingerprint_180
760,TX000761,ACC000379,ACC000322,52.99,2025-02-27 15:22:59.347044,Smart Contract Interaction,0,1,BLOCK000761,382368,PoolC,2024-11-15 19:16:59.359776,Low,284,1391.76,35,5462.81,40,49,14.300981332837951,10,1,174.210.38.186,DeviceB,1,US,Fingerprint_378
761,TX000762,ACC000313,ACC000347,23.82,2025-02-27 15:56:59.347044,Regular Transfer,1,0,BLOCK000762,163577,PoolD,2025-01-12 19:16:59.359776,Low,59,9873.32,16,6782.39,83,28,11.711448813823143,10,1,33.236.133.80,DeviceB,1,Africa,Fingerprint_312
762,TX000763,ACC000380,ACC000306,49.21,2025-02-26 20:46:59.347044,Regular Transfer,1,1,BLOCK000763,433799,PoolB,2024-06-24 19:16:59.359776,Medium,82,7676.6,75,9197.85,21,30,12.879412195080416,3,0,38.255.157.153,DeviceB,1,Asia,Fingerprint_379
763,TX000764,ACC000102,ACC000097,6.0,2025-02-27 11:41:59.347044,Smart Contract Interaction,1,1,BLOCK000764,587402,PoolC,2024-05-01 19:16:59.359776,Low,149,470.73,25,9868.78,82,38,6.251818402570941,9,1,203.193.15.19,DeviceB,1,Africa,Fingerprint_101
764,TX000765,ACC000275,ACC000124,99.7,2025-02-27 19:11:59.347044,Smart Contract Interaction,1,0,BLOCK000765,679989,PoolC,2024-12-16 19:16:59.359776,Medium,278,999.92,56,3552.17,93,48,9.330687267029868,4,1,224.249.221.18,DeviceA,1,US,Fingerprint_274
765,TX000766,ACC000464,ACC000280,71.17,2025-02-27 07:36:59.347044,Regular Transfer,0,0,BLOCK000766,526850,PoolB,2024-08-27 19:16:59.359776,Low,61,6127.6,46,1484.67,62,27,19.616777767596172,7,0,217.88.227.142,DeviceB,1,Oceania,Fingerprint_463
766,TX000767,ACC000220,ACC000113,9.31,2025-02-27 07:08:59.347044,Smart Contract Interaction,0,0,BLOCK000767,168637,PoolB,2024-10-05 19:16:59.359776,Low,209,2489.44,89,9199.92,86,12,13.835567860896601,2,1,223.175.164.10,DeviceD,0,Asia,Fingerprint_219
767,TX000768,ACC000350,ACC000487,92.13,2025-02-26 21:38:59.347044,Regular Transfer,0,0,BLOCK000768,607690,PoolA,2024-09-24 19:16:59.359776,Medium,285,8341.1,79,3801.41,85,21,3.928441468043279,8,0,199.168.90.102,DeviceD,1,Africa,Fingerprint_349
768,TX000769,ACC000061,ACC000149,89.73,2025-02-27 09:18:59.347044,Smart Contract Interaction,1,0,BLOCK000769,130310,PoolD,2024-11-24 19:16:59.358697,High,236,7162.66,85,6604.89,1,37,15.912659577204137,9,1,34.71.77.52,DeviceA,1,Africa,Fingerprint_60
769,TX000770,ACC000487,ACC000145,51.98,2025-02-27 00:34:59.347044,Smart Contract Interaction,1,1,BLOCK000770,527288,PoolD,2025-01-17 19:16:59.359776,Medium,112,2834.22,45,9962.25,52,47,6.765426160740965,2,0,160.194.240.20,DeviceA,0,EU,Fingerprint_486
770,TX000771,ACC000305,ACC000104,70.09,2025-02-27 01:26:59.347044,Smart Contract Interaction,0,0,BLOCK000771,764316,PoolD,2024-12-03 19:16:59.359776,High,342,892.74,36,6903.5,34,2,20.58417675657418,9,0,252.47.77.26,DeviceB,1,US,Fingerprint_304
771,TX000772,ACC000120,ACC000353,37.26,2025-02-27 06:30:59.347044,Smart Contract Interaction,1,1,BLOCK000772,345094,PoolA,2024-07-19 19:16:59.359776,High,44,8122.82,85,1751.03,47,44,2.174904393656116,3,1,53.2.130.84,DeviceB,1,Africa,Fingerprint_119
772,TX000773,ACC000080,ACC000159,97.46,2025-02-26 19:18:59.347044,Regular Transfer,1,0,BLOCK000773,119527,PoolB,2024-03-12 19:16:59.358697,High,188,212.69,78,2030.73,42,39,19.834619171999478,9,0,61.146.231.14,DeviceB,1,Africa,Fingerprint_79
773,TX000774,ACC000276,ACC000175,8.5,2025-02-27 15:38:59.347044,Regular Transfer,1,0,BLOCK000774,382234,PoolA,2024-05-03 19:16:59.359776,Medium,224,8038.93,15,5351.57,32,32,5.576659124988185,6,0,34.78.193.169,DeviceC,0,Asia,Fingerprint_275
774,TX000775,ACC000277,ACC000467,9.57,2025-02-27 17:42:59.347044,Smart Contract Interaction,1,1,BLOCK000775,680990,PoolD,2024-05-10 19:16:59.359776,Medium,196,3356.77,78,9547.92,40,14,23.343089328656994,5,0,225.136.73.72,DeviceB,1,US,Fingerprint_276
775,TX000776,ACC000047,ACC000398,13.36,2025-02-27 13:39:59.347044,Smart Contract Interaction,0,1,BLOCK000776,714646,PoolB,2025-01-06 19:16:59.358697,High,233,1450.4,41,3746.19,99,34,1.2775344771644987,9,0,99.144.127.192,DeviceB,0,Oceania,Fingerprint_46
776,TX000777,ACC000497,ACC000137,82.0,2025-02-27 02:27:59.347044,Smart Contract Interaction,0,1,BLOCK000777,807890,PoolB,2024-07-09 19:16:59.359776,High,247,1393.04,78,7044.5,10,28,8.542712313730133,3,0,123.210.235.181,DeviceC,1,Oceania,Fingerprint_496
777,TX000778,ACC000457,ACC000061,7.49,2025-02-27 14:28:59.347044,Smart Contract Interaction,1,0,BLOCK000778,206440,PoolC,2024-10-22 19:16:59.359776,High,6,9260.44,37,2053.94,32,47,2.5254916741359477,2,0,78.32.81.242,DeviceC,1,Asia,Fingerprint_456
778,TX000779,ACC000231,ACC000339,56.79,2025-02-27 05:17:59.347044,Regular Transfer,1,0,BLOCK000779,358281,PoolB,2024-11-02 19:16:59.359776,High,19,3928.85,61,2302.17,23,1,22.89704341691779,6,0,137.187.133.245,DeviceA,1,Africa,Fingerprint_230
779,TX000780,ACC000059,ACC000190,43.5,2025-02-27 15:36:59.347044,Regular Transfer,0,1,BLOCK000780,900040,PoolC,2024-07-29 19:16:59.358697,Low,92,2174.63,29,3850.51,27,21,9.693511045756932,8,0,17.144.165.20,DeviceC,1,US,Fingerprint_58
780,TX000781,ACC000417,ACC000491,96.42,2025-02-27 10:35:59.347044,Regular Transfer,1,0,BLOCK000781,681652,PoolA,2024-09-04 19:16:59.359776,Low,43,4628.08,3,6336.15,76,48,12.928306449818917,5,0,56.147.72.145,DeviceB,1,Africa,Fingerprint_416
781,TX000782,ACC000250,ACC000410,23.68,2025-02-26 22:24:59.347044,Smart Contract Interaction,1,0,BLOCK000782,783200,PoolB,2024-03-05 19:16:59.359776,High,155,1666.45,3,6310.12,60,15,17.846327472603914,5,1,127.82.21.34,DeviceA,0,EU,Fingerprint_249
782,TX000783,ACC000359,ACC000478,26.11,2025-02-27 12:34:59.347044,Smart Contract Interaction,0,0,BLOCK000783,923356,PoolD,2024-09-24 19:16:59.359776,Low,66,7131.97,94,7934.3,73,41,6.358513552955925,9,1,231.172.62.238,DeviceA,1,Africa,Fingerprint_358
783,TX000784,ACC000255,ACC000403,31.51,2025-02-27 12:51:59.347044,Smart Contract Interaction,0,1,BLOCK000784,231671,PoolD,2024-05-24 19:16:59.359776,Low,256,4279.23,77,2037.22,60,46,13.922236852527549,5,0,18.105.37.188,DeviceB,0,US,Fingerprint_254
784,TX000785,ACC000137,ACC000146,80.08,2025-02-27 15:08:59.347044,Smart Contract Interaction,0,1,BLOCK000785,419409,PoolD,2025-01-04 19:16:59.359776,Medium,143,1199.01,82,2490.21,57,21,15.603448704864869,7,1,179.251.13.194,DeviceD,1,Asia,Fingerprint_136
785,TX000786,ACC000418,ACC000144,70.08,2025-02-27 05:51:59.347044,Smart Contract Interaction,1,1,BLOCK000786,695848,PoolD,2024-06-01 19:16:59.359776,High,74,7629.96,43,927.98,4,39,4.225068375368526,1,0,143.90.218.7,DeviceB,0,Africa,Fingerprint_417
786,TX000787,ACC000491,ACC000358,73.54,2025-02-27 11:54:59.347549,Regular Transfer,0,0,BLOCK000787,526504,PoolD,2024-11-23 19:16:59.359776,High,113,340.84,27,4791.32,87,26,11.62943075129536,10,1,185.140.76.207,DeviceB,0,Asia,Fingerprint_490
787,TX000788,ACC000122,ACC000174,31.81,2025-02-27 03:39:59.347549,Smart Contract Interaction,1,0,BLOCK000788,567646,PoolC,2024-11-26 19:16:59.359776,High,56,5375.58,26,7678.54,99,17,2.6802545600965173,8,0,166.191.202.201,DeviceA,0,EU,Fingerprint_121
788,TX000789,ACC000276,ACC000222,27.2,2025-02-27 12:45:59.347549,Regular Transfer,1,0,BLOCK000789,187984,PoolB,2024-05-03 19:16:59.359776,Medium,224,8038.93,15,5351.57,32,32,5.576659124988185,6,0,34.78.193.169,DeviceC,0,Asia,Fingerprint_275
789,TX000790,ACC000192,ACC000129,7.48,2025-02-27 07:43:59.347549,Regular Transfer,0,0,BLOCK000790,987386,PoolA,2024-09-04 19:16:59.359776,Medium,353,1071.73,89,2313.97,16,48,6.260642800147841,6,0,60.149.126.105,DeviceD,0,Africa,Fingerprint_191
790,TX000791,ACC000461,ACC000240,20.28,2025-02-27 15:35:59.347549,Smart Contract Interaction,1,1,BLOCK000791,766683,PoolA,2024-04-24 19:16:59.359776,Low,324,2349.28,4,5002.33,100,3,21.657298194950265,7,1,78.212.55.222,DeviceB,0,EU,Fingerprint_460
791,TX000792,ACC000255,ACC000102,78.0,2025-02-27 05:07:59.347549,Regular Transfer,1,1,BLOCK000792,624741,PoolC,2024-05-24 19:16:59.359776,Low,256,4279.23,77,2037.22,60,46,13.922236852527549,5,0,18.105.37.188,DeviceB,0,US,Fingerprint_254
792,TX000793,ACC000440,ACC000270,58.47,2025-02-27 17:40:59.347549,Smart Contract Interaction,0,1,BLOCK000793,313340,PoolC,2024-07-22 19:16:59.359776,Medium,252,6396.68,98,5667.85,51,30,20.35277474000432,1,0,52.225.69.113,DeviceA,1,EU,Fingerprint_439
793,TX000794,ACC000433,ACC000467,15.55,2025-02-26 21:39:59.347549,Regular Transfer,1,1,BLOCK000794,920910,PoolD,2024-11-23 19:16:59.359776,High,48,7169.51,36,8359.8,7,21,9.396564231952878,7,0,205.182.49.194,DeviceD,0,Oceania,Fingerprint_432
794,TX000795,ACC000139,ACC000349,16.45,2025-02-26 20:19:59.347549,Smart Contract Interaction,0,0,BLOCK000795,249282,PoolC,2024-08-19 19:16:59.359776,Medium,20,1480.01,63,3434.4,68,41,23.821466803635566,10,0,129.47.42.125,DeviceB,1,US,Fingerprint_138
795,TX000796,ACC000396,ACC000069,46.61,2025-02-26 23:10:59.347549,Regular Transfer,0,1,BLOCK000796,491438,PoolA,2024-12-28 19:16:59.359776,High,293,3575.59,48,2300.3,32,9,10.660320901923566,8,1,208.2.139.96,DeviceA,0,EU,Fingerprint_395
796,TX000797,ACC000208,ACC000308,40.66,2025-02-27 15:03:59.347549,Smart Contract Interaction,0,0,BLOCK000797,666692,PoolD,2025-01-25 19:16:59.359776,High,75,3697.81,26,2031.81,87,45,15.853232417430931,8,0,112.136.181.121,DeviceB,0,Asia,Fingerprint_207
797,TX000798,ACC000468,ACC000294,53.6,2025-02-27 03:53:59.347549,Regular Transfer,0,0,BLOCK000798,276358,PoolB,2024-11-11 19:16:59.359776,Low,315,1462.46,100,1264.07,61,5,6.907817273948848,6,0,27.117.57.245,DeviceA,0,Oceania,Fingerprint_467
798,TX000799,ACC000254,ACC000122,96.46,2025-02-27 03:39:59.347549,Smart Contract Interaction,0,1,BLOCK000799,920011,PoolC,2024-03-18 19:16:59.359776,High,359,6660.31,68,2280.07,73,47,14.204026770590758,4,1,208.85.255.64,DeviceC,0,EU,Fingerprint_253
799,TX000800,ACC000411,ACC000335,20.77,2025-02-26 20:47:59.347549,Smart Contract Interaction,0,0,BLOCK000800,357070,PoolC,2024-10-27 19:16:59.359776,Low,126,8999.12,43,7734.94,54,41,17.781469567785194,3,1,227.103.74.105,DeviceA,0,US,Fingerprint_410
800,TX000801,ACC000142,ACC000266,30.84,2025-02-26 23:09:59.347549,Smart Contract Interaction,1,1,BLOCK000801,663646,PoolD,2024-08-05 19:16:59.359776,High,241,8954.77,73,6126.7,76,8,7.227093654348836,8,0,158.231.110.210,DeviceC,1,Oceania,Fingerprint_141
801,TX000802,ACC000150,ACC000319,26.51,2025-02-27 02:03:59.347549,Smart Contract Interaction,1,0,BLOCK000802,544336,PoolA,2024-09-18 19:16:59.359776,Low,195,7726.44,8,7432.91,78,12,8.84627253064239,9,1,127.2.198.90,DeviceA,0,EU,Fingerprint_149
802,TX000803,ACC000294,ACC000027,12.0,2025-02-27 14:40:59.347549,Regular Transfer,0,1,BLOCK000803,682119,PoolB,2024-09-13 19:16:59.359776,High,211,6398.0,72,4306.17,41,14,8.522610255875904,3,1,204.214.169.153,DeviceD,0,Asia,Fingerprint_293
803,TX000804,ACC000500,ACC000207,15.77,2025-02-27 02:14:59.347549,Regular Transfer,1,0,BLOCK000804,573685,PoolA,2024-05-11 19:16:59.359776,Low,179,91.2,8,4640.08,86,10,17.937437515678713,1,0,200.129.63.2,DeviceB,1,US,Fingerprint_499
804,TX000805,ACC000245,ACC000359,68.61,2025-02-27 19:07:59.347549,Regular Transfer,1,0,BLOCK000805,143822,PoolC,2024-03-11 19:16:59.359776,Medium,296,7390.91,38,1984.95,36,15,7.537412573052258,2,0,166.87.139.10,DeviceA,1,US,Fingerprint_244
805,TX000806,ACC000075,ACC000051,82.64,2025-02-27 01:09:59.347549,Regular Transfer,1,1,BLOCK000806,101049,PoolA,2024-06-25 19:16:59.358697,Medium,210,1192.59,49,8002.23,66,28,12.472175639602536,3,0,178.41.188.84,DeviceA,1,Oceania,Fingerprint_74
806,TX000807,ACC000270,ACC000386,69.69,2025-02-27 17:36:59.347549,Regular Transfer,0,1,BLOCK000807,952118,PoolA,2025-01-24 19:16:59.359776,Medium,192,2906.59,89,484.25,28,21,18.7721687201733,2,1,84.5.51.74,DeviceB,0,Africa,Fingerprint_269
807,TX000808,ACC000173,ACC000003,4.04,2025-02-27 00:22:59.347549,Regular Transfer,0,0,BLOCK000808,587222,PoolD,2024-06-23 19:16:59.359776,High,232,9443.81,32,5299.42,23,24,8.023827831151817,8,1,211.185.115.134,DeviceA,0,US,Fingerprint_172
808,TX000809,ACC000276,ACC000276,83.59,2025-02-27 04:29:59.347549,Regular Transfer,1,1,BLOCK000809,969659,PoolC,2024-05-03 19:16:59.359776,Medium,224,8038.93,15,5351.57,32,32,5.576659124988185,6,0,34.78.193.169,DeviceC,0,Asia,Fingerprint_275
809,TX000810,ACC000272,ACC000465,32.79,2025-02-26 23:17:59.347549,Regular Transfer,0,0,BLOCK000810,750882,PoolA,2024-06-22 19:16:59.359776,Low,284,5031.46,70,6172.44,48,29,5.940694780910169,6,0,190.12.229.206,DeviceC,1,EU,Fingerprint_271
810,TX000811,ACC000228,ACC000204,9.13,2025-02-27 02:46:59.347549,Regular Transfer,1,1,BLOCK000811,403300,PoolB,2024-06-26 19:16:59.359776,Low,328,8826.0,78,9687.55,94,44,17.625530429428082,7,0,184.195.10.251,DeviceA,0,Asia,Fingerprint_227
811,TX000812,ACC000161,ACC000468,24.83,2025-02-27 01:54:59.347549,Smart Contract Interaction,0,1,BLOCK000812,784781,PoolC,2024-07-23 19:16:59.359776,High,139,751.44,38,5971.18,33,23,5.112288836448398,3,0,44.95.100.228,DeviceB,0,Asia,Fingerprint_160
812,TX000813,ACC000095,ACC000440,35.58,2025-02-27 13:13:59.347549,Regular Transfer,1,0,BLOCK000813,275512,PoolA,2024-07-18 19:16:59.358697,Low,30,4150.79,89,856.79,67,25,11.272555582479757,7,0,143.213.11.152,DeviceA,1,Oceania,Fingerprint_94
813,TX000814,ACC000349,ACC000239,51.35,2025-02-26 19:39:59.347549,Regular Transfer,0,0,BLOCK000814,100569,PoolD,2024-06-23 19:16:59.359776,Low,124,3522.56,90,1697.9,67,18,1.9074095333192793,10,1,109.147.59.120,DeviceB,0,Africa,Fingerprint_348
814,TX000815,ACC000286,ACC000100,67.72,2025-02-26 23:31:59.347549,Regular Transfer,0,1,BLOCK000815,163098,PoolD,2024-06-02 19:16:59.359776,Low,318,3337.39,11,3024.63,7,43,20.128512249537852,4,0,235.175.190.240,DeviceD,1,EU,Fingerprint_285
815,TX000816,ACC000117,ACC000482,26.02,2025-02-27 13:20:59.347549,Smart Contract Interaction,1,0,BLOCK000816,605608,PoolD,2024-12-09 19:16:59.359776,Low,274,2263.41,74,2061.23,45,24,11.977492993162869,2,1,21.175.74.174,DeviceA,1,Asia,Fingerprint_116
816,TX000817,ACC000388,ACC000161,99.07,2025-02-27 14:53:59.347549,Smart Contract Interaction,0,1,BLOCK000817,386578,PoolA,2024-05-05 19:16:59.359776,High,322,1833.72,63,7460.49,59,27,5.83753160877897,4,0,20.159.215.47,DeviceC,0,Oceania,Fingerprint_387
817,TX000818,ACC000022,ACC000323,3.12,2025-02-27 15:43:59.347549,Smart Contract Interaction,0,1,BLOCK000818,726909,PoolB,2024-05-14 19:16:59.358697,High,149,2716.74,100,8464.82,48,32,6.932200469593086,4,1,172.101.11.254,DeviceC,0,Oceania,Fingerprint_21
818,TX000819,ACC000373,ACC000454,40.45,2025-02-27 06:02:59.347549,Regular Transfer,0,0,BLOCK000819,363076,PoolB,2024-11-28 19:16:59.359776,Medium,61,9201.94,58,857.62,43,12,5.568667856823965,6,0,43.68.49.59,DeviceC,1,Oceania,Fingerprint_372
819,TX000820,ACC000353,ACC000045,45.23,2025-02-26 20:49:59.347549,Smart Contract Interaction,0,1,BLOCK000820,980266,PoolD,2024-05-12 19:16:59.359776,Low,316,8787.22,10,2562.17,61,41,21.02278918216179,9,0,66.132.86.149,DeviceA,1,Asia,Fingerprint_352
820,TX000821,ACC000406,ACC000288,74.81,2025-02-26 22:46:59.347549,Regular Transfer,0,1,BLOCK000821,813029,PoolA,2024-08-02 19:16:59.359776,Low,335,9068.49,97,7650.73,6,21,15.959950803238039,8,0,111.141.57.1,DeviceD,1,Oceania,Fingerprint_405
821,TX000822,ACC000194,ACC000268,24.99,2025-02-26 22:34:59.347549,Regular Transfer,1,1,BLOCK000822,498619,PoolA,2024-05-21 19:16:59.359776,High,357,165.88,74,9398.13,57,47,22.489589495163138,5,1,125.200.247.138,DeviceA,1,US,Fingerprint_193
822,TX000823,ACC000332,ACC000362,46.21,2025-02-27 08:16:59.347549,Regular Transfer,0,0,BLOCK000823,468488,PoolC,2024-11-25 19:16:59.359776,High,213,83.35,38,5443.7,27,14,20.67821653281502,4,1,171.75.21.71,DeviceD,0,Africa,Fingerprint_331
823,TX000824,ACC000411,ACC000469,80.39,2025-02-27 02:03:59.347549,Regular Transfer,1,0,BLOCK000824,983360,PoolC,2024-10-27 19:16:59.359776,Low,126,8999.12,43,7734.94,54,41,17.781469567785194,3,1,227.103.74.105,DeviceA,0,US,Fingerprint_410
824,TX000825,ACC000491,ACC000457,13.99,2025-02-27 06:08:59.347549,Smart Contract Interaction,0,0,BLOCK000825,762917,PoolA,2024-11-23 19:16:59.359776,High,113,340.84,27,4791.32,87,26,11.62943075129536,10,1,185.140.76.207,DeviceB,0,Asia,Fingerprint_490
825,TX000826,ACC000248,ACC000088,1.21,2025-02-27 04:58:59.347549,Regular Transfer,0,0,BLOCK000826,323088,PoolC,2024-10-09 19:16:59.359776,Medium,187,1702.33,2,6298.2,16,46,2.7017414902489376,1,1,123.188.142.236,DeviceD,1,US,Fingerprint_247
826,TX000827,ACC000019,ACC000442,83.04,2025-02-26 22:28:59.347549,Smart Contract Interaction,0,1,BLOCK000827,713583,PoolD,2025-01-11 19:16:59.358697,Low,230,4334.72,43,9920.51,75,42,16.851464675571453,10,1,7.222.88.77,DeviceB,0,Africa,Fingerprint_18
827,TX000828,ACC000252,ACC000088,98.26,2025-02-26 19:37:59.347549,Regular Transfer,0,0,BLOCK000828,981521,PoolD,2025-01-10 19:16:59.359776,Low,258,4552.16,100,5904.8,90,40,21.100864182857052,6,1,235.250.202.206,DeviceA,0,Africa,Fingerprint_251
828,TX000829,ACC000296,ACC000460,13.08,2025-02-27 10:47:59.347549,Smart Contract Interaction,0,1,BLOCK000829,635118,PoolD,2024-06-18 19:16:59.359776,Low,255,4103.19,1,9567.52,29,34,7.5008677037116565,1,1,33.160.29.223,DeviceA,1,Asia,Fingerprint_295
829,TX000830,ACC000435,ACC000499,82.37,2025-02-27 09:55:59.347549,Smart Contract Interaction,0,1,BLOCK000830,394976,PoolC,2024-07-28 19:16:59.359776,Low,254,5162.64,59,6921.08,40,19,19.090805975605512,9,1,23.172.182.241,DeviceB,0,Oceania,Fingerprint_434
830,TX000831,ACC000438,ACC000199,37.23,2025-02-27 05:41:59.347549,Smart Contract Interaction,1,0,BLOCK000831,147694,PoolC,2024-05-03 19:16:59.359776,Low,201,1364.03,92,2754.63,45,14,10.28404882834991,1,1,70.118.210.22,DeviceA,0,US,Fingerprint_437
831,TX000832,ACC000221,ACC000248,63.03,2025-02-27 07:33:59.347549,Regular Transfer,0,0,BLOCK000832,269257,PoolB,2024-10-31 19:16:59.359776,High,135,1110.83,97,1287.41,86,18,17.99739005854278,10,0,255.198.226.105,DeviceD,1,Africa,Fingerprint_220
832,TX000833,ACC000263,ACC000469,64.47,2025-02-27 09:13:59.347549,Smart Contract Interaction,1,1,BLOCK000833,875089,PoolC,2024-07-31 19:16:59.359776,Low,219,4738.3,6,5211.43,41,35,4.230754053282113,9,1,238.190.104.237,DeviceC,1,Oceania,Fingerprint_262
833,TX000834,ACC000229,ACC000482,58.24,2025-02-27 03:48:59.347549,Regular Transfer,0,1,BLOCK000834,660033,PoolC,2024-05-20 19:16:59.359776,Low,297,6995.12,10,8056.05,35,19,22.65436561844551,7,0,223.228.217.45,DeviceB,0,Asia,Fingerprint_228
834,TX000835,ACC000362,ACC000464,25.89,2025-02-27 14:42:59.347549,Regular Transfer,0,1,BLOCK000835,690433,PoolB,2024-05-31 19:16:59.359776,Medium,89,4320.51,15,340.02,76,35,1.6278181162340912,10,0,198.96.128.9,DeviceA,0,Africa,Fingerprint_361
835,TX000836,ACC000205,ACC000439,81.28,2025-02-27 14:33:59.347549,Smart Contract Interaction,0,1,BLOCK000836,173332,PoolC,2025-01-21 19:16:59.359776,High,342,4308.48,97,493.48,95,33,22.619708011253664,7,1,216.104.20.30,DeviceD,1,EU,Fingerprint_204
836,TX000837,ACC000328,ACC000005,2.19,2025-02-27 05:10:59.347549,Regular Transfer,0,1,BLOCK000837,415242,PoolC,2024-11-22 19:16:59.359776,Low,138,5666.62,45,1192.12,45,8,9.968792419389247,6,0,254.237.203.165,DeviceA,0,Africa,Fingerprint_327
837,TX000838,ACC000078,ACC000284,6.46,2025-02-26 22:42:59.347549,Regular Transfer,1,0,BLOCK000838,194073,PoolD,2024-10-16 19:16:59.358697,Low,67,5911.71,8,5251.33,86,41,1.2806180888375192,9,1,81.103.131.171,DeviceB,1,US,Fingerprint_77
838,TX000839,ACC000235,ACC000054,90.25,2025-02-26 19:22:59.347549,Regular Transfer,0,0,BLOCK000839,514507,PoolD,2024-09-23 19:16:59.359776,High,357,4951.72,5,4589.29,78,27,23.073829210582442,9,1,25.128.40.130,DeviceC,1,Africa,Fingerprint_234
839,TX000840,ACC000485,ACC000492,44.35,2025-02-27 01:46:59.347549,Regular Transfer,0,0,BLOCK000840,832356,PoolA,2024-05-05 19:16:59.359776,Low,187,8134.94,59,3368.75,98,19,15.145334738643829,6,0,244.147.251.39,DeviceB,1,Asia,Fingerprint_484
840,TX000841,ACC000170,ACC000143,12.89,2025-02-27 09:03:59.347549,Regular Transfer,0,1,BLOCK000841,228950,PoolA,2024-05-16 19:16:59.359776,Low,42,7616.03,2,4983.61,81,3,3.5003691654325326,7,1,50.88.198.36,DeviceC,1,US,Fingerprint_169
841,TX000842,ACC000347,ACC000495,90.51,2025-02-26 19:19:59.347549,Smart Contract Interaction,1,0,BLOCK000842,970840,PoolA,2024-05-25 19:16:59.359776,High,293,4883.66,44,7206.42,5,27,13.268707147569906,4,1,24.38.140.213,DeviceA,0,Asia,Fingerprint_346
842,TX000843,ACC000325,ACC000272,82.94,2025-02-27 00:34:59.347549,Regular Transfer,1,1,BLOCK000843,246433,PoolA,2024-07-08 19:16:59.359776,Low,115,8341.72,63,8768.66,27,9,10.233719574056343,10,1,17.186.80.200,DeviceD,0,EU,Fingerprint_324
843,TX000844,ACC000426,ACC000247,33.16,2025-02-27 08:33:59.347549,Regular Transfer,1,1,BLOCK000844,860294,PoolC,2024-07-26 19:16:59.359776,High,306,8219.4,96,5281.72,26,24,19.934766207800074,5,1,139.158.206.10,DeviceB,0,EU,Fingerprint_425
844,TX000845,ACC000427,ACC000470,4.28,2025-02-27 00:22:59.347549,Regular Transfer,1,1,BLOCK000845,683510,PoolD,2024-08-10 19:16:59.359776,High,63,5654.43,7,8412.54,73,47,10.64250044499084,9,1,32.54.123.144,DeviceB,0,EU,Fingerprint_426
845,TX000846,ACC000430,ACC000426,46.1,2025-02-26 21:40:59.347549,Regular Transfer,0,0,BLOCK000846,393033,PoolC,2024-12-10 19:16:59.359776,Low,145,1214.43,49,4984.84,17,31,4.481751494595656,4,0,214.174.0.246,DeviceA,0,Oceania,Fingerprint_429
